id,name,ra,dec,mag,dist_ly,spect,con
32263,Sirius,6.752481,-16.716116,-1.44,8.6,A0m...,CMa
30365,Canopus,6.399195,-52.69566,-0.62,309.2,F0Ib,Car
69451,Arcturus,14.26103,19.18241,-0.05,36.7,K2IIIp,Boo
71456,Rigil Kentaurus,14.660765,-60.833976,-0.01,4.3,G2V,Cen
90979,Vega,18.61564,38.783692,0.03,25.0,A0Vvar,Lyr
24549,Capella,5.27815,45.997991,0.08,42.8,M1: comp,Aur
24378,Rigel,5.242298,-8.20164,0.18,862.8,B8Ia,Ori
37173,Procyon,7.655033,5.224993,0.40,11.5,F5IV-V,CMi
7574,Achernar,1.628556,-57.236757,0.45,139.4,B3Vp,Eri
27919,Betelgeuse,5.919529,7.407063,0.45,497.9,M2Ib,Ori
68483,Hadar,14.063729,-60.373039,0.61,392.0,B1III,Cen
97338,Altair,19.846388,8.868322,0.76,16.7,A7IV-V,Aql
60530,Acrux,12.443311,-63.099092,0.77,322.0,B0.5IV,Cru
21368,Aldebaran,4.598677,16.509301,0.87,66.6,K5III,Tau
118360,HYG 118360,5.277926,46.000842,0.96,42.2,G0 III,Aur
65269,Spica,13.419883,-11.161322,0.98,249.7,B1V,Vir
80519,Antares,16.490128,-26.432002,1.06,553.7,M1Ib + B2.5V,Sco
37718,Pollux,7.755277,28.026199,1.16,33.8,K0IIIvar,Gem
113008,Fomalhaut,22.960838,-29.622236,1.17,25.1,A3V,PsA
62239,Mimosa,12.795359,-59.688764,1.25,278.5,B0.5III,Cru
101767,Deneb,20.690532,45.280338,1.25,1411.9,A2Ia,Cyg
71453,Toliman,14.660346,-60.8383,1.35,4.3,K1V,Cen
49528,Regulus,10.139532,11.967207,1.36,79.3,B7V,Leo
33492,Adhara,6.977097,-28.972084,1.50,405.2,B2II,CMa
36744,Castor,7.576634,31.888276,1.58,50.9,A2Vm,Gem
60893,Gacrux,12.519429,-57.113212,1.59,88.6,M4III,Cru
85665,Shaula,17.560145,-37.103821,1.62,571.2,B1.5IV+...,Sco
25273,Bellatrix,5.418851,6.349702,1.64,252.4,B2III,Ori
25364,Elnath,5.438198,28.60745,1.65,133.9,B7III,Tau
45106,Miaplacidus,9.220041,-69.717208,1.67,113.2,A2IV,Car
26246,Alnilam,5.603559,-1.20192,1.69,1976.7,B0Ia,Ori
108922,Alnair,22.137209,-46.960975,1.73,101.0,B7IV,Gru
26662,Alnitak,5.679313,-1.942572,1.74,736.2,O9.5Ib SB,Ori
39840,γ Vel,8.158876,-47.336588,1.75,1117.0,WC8 + O9I,Vel
62757,Alioth,12.900472,55.959821,1.76,82.6,A0p,UMa
15824,Mirfak,3.405378,49.86118,1.79,506.5,F5Ib,Per
89906,Kaus Australis,18.402868,-34.384616,1.79,143.3,B9.5III,Sgr
53905,Dubhe,11.062155,61.751033,1.81,122.9,F7V comp,UMa
34354,Wezen,7.139857,-26.3932,1.83,1606.7,F8Ia,CMa
67088,Alkaid,13.792354,49.313265,1.85,103.9,B3V SB,UMa
40921,Avior,8.375236,-59.509483,1.86,605.1,K3III+B2V,Car
85965,Sargas,17.62198,-42.997824,1.86,300.3,F1II,Sco
28288,Menkalinan,5.992149,44.947433,1.90,81.1,A2V,Aur
82022,Atria,16.811077,-69.027715,1.91,390.6,K2IIb-IIIa,TrA
31601,Alhena,6.628528,16.399252,1.93,109.3,A0IV,Gem
42794,Alsephina,8.745059,-54.708821,1.93,80.6,A1V,Vel
100425,Peacock,20.427459,-56.73509,1.94,178.8,B2IV,Pav
11734,Polaris,2.52975,89.264109,1.97,432.6,F7:Ib-IIv SB,UMi
30251,Mirzam,6.378329,-17.955918,1.98,492.7,B1II/III,CMa
46259,Alphard,9.45979,-8.658603,1.99,180.3,K3III,Hya
9861,Hamal,2.119555,23.462423,2.01,65.8,K2III,Ari
50440,Algieba,10.332873,19.841489,2.01,130.1,K0III,Leo
3413,Diphda,0.72649,-17.986605,2.04,96.3,K0III,Cet
92564,Nunki,18.92109,-26.296722,2.05,227.8,B2.5V,Sgr
68714,Menkent,14.111395,-36.369954,2.06,58.8,K0IIIb,Cen
676,Alpheratz,0.139791,29.090432,2.07,97.0,B9p,And
5436,Mirach,1.162194,35.620558,2.07,197.4,M0IIIvar,And
27298,Saiph,5.795941,-9.669605,2.07,647.1,B0.5Iavar,Ori
72380,Kochab,14.845105,74.155505,2.07,130.9,K4IIIvar,UMi
111768,Tiaki,22.711115,-46.884577,2.07,177.0,M5III,Gru
85769,Rasalhague,17.582241,12.560035,2.08,48.6,A5III,Oph
14540,Algol,3.136148,40.955648,2.09,89.9,B8V,Per
9618,Almach,2.064984,42.329725,2.10,393.0,B8V,And
57459,Denebola,11.817663,14.57206,2.14,35.9,A3Vvar,Leo
4417,Tiansi,0.945143,60.71674,2.15,549.1,B0IV:evar,Cas
61739,γ Cen,12.691971,-48.959888,2.20,130.2,A1IV,Cen
39318,Naos,8.059737,-40.003148,2.21,1083.6,O5IAf,Pup
45425,Aspidiske,9.284838,-59.275229,2.21,765.6,A8Ib,Car
76035,Alphecca,15.578128,26.714693,2.22,75.0,A0V,CrB
44689,Suhail,9.133268,-43.432589,2.23,544.5,K4Ib-II,Vel
65173,Mizar,13.398747,54.925362,2.23,85.8,A2V,UMa
100128,Sadr,20.370473,40.256679,2.23,1832.3,F8Ib,Cyg
3172,Schedar,0.675116,56.537331,2.24,228.2,K0II-IIIvar,Cas
87561,Eltanin,17.943437,51.488895,2.24,154.3,K5III,Dra
25865,Mintaka,5.533445,-0.299092,2.25,692.5,O9.5II,Ori
744,Caph,0.152887,59.14978,2.28,54.7,F2III-IV,Cas
66447,ε Cen,13.664796,-53.466394,2.29,427.5,B1III,Cen
78165,Dschubba,16.005557,-22.62171,2.29,491.2,B0.2IV,Sco
82144,Larawag,16.83608,-34.293232,2.29,63.7,K2IIIb,Sco
71634,Uridim,14.698823,-47.3882,2.30,464.6,B1.5III,Lup
71125,η Cen,14.591786,-42.157824,2.33,305.7,B1Vn + A,Cen
53754,Merak,11.030677,56.382427,2.34,79.7,A1V,UMa
71879,Izar,14.749784,27.074222,2.35,202.6,A0,Boo
106972,Enif,21.736433,9.875011,2.38,689.5,K2Ibvar,Peg
86403,κ Sco,17.708132,-39.029983,2.39,483.2,B1.5III,Sco
2076,Ankaa,0.438056,-42.305981,2.40,84.7,K0III...,Phe
57828,Phecda,11.897168,53.69476,2.41,83.2,A0V SB,UMa
83755,Sabik,17.172968,-15.72491,2.43,88.4,A2.5Va,Oph
113521,Scheat,23.062901,28.082789,2.44,196.0,M2II-IIIvar,Peg
35806,Aludra,7.401584,-29.303104,2.45,1988.8,B5Ia,CMa
104861,Alderamin,21.30963,62.585573,2.45,49.0,A7IV-V,Cep
45809,Markeb,9.368562,-55.010668,2.47,572.2,B2IV,Vel
102157,Aljanah,20.770178,33.970256,2.48,72.7,K0III,Cyg
113603,Markab,23.079348,15.205264,2.49,133.3,B9.5III,Peg
14100,Menkar,3.037992,4.089734,2.54,249.2,M2III,Cet
81130,ζ Oph,16.619316,-10.56709,2.54,366.1,O9.5V,Oph
67786,Leepwal,13.925667,-47.288375,2.55,381.9,B2.5IV,Cen
54712,Zosma,11.235138,20.523717,2.56,58.4,A4V,Leo
78580,Acrab,16.09062,-19.805453,2.56,404.2,B0.5V,Sco
25920,Arneb,5.545504,-17.822289,2.58,2218.8,F0Ib,Lep
59016,δ Cen,12.13931,-50.722425,2.58,415.0,B2IVne,Cen
59621,Gienah,12.263437,-17.541929,2.58,153.6,B8III,Crv
93213,Ascella,19.043532,-29.880105,2.60,88.2,A3IV,Sgr
74556,Zubeneschamali,15.283449,-9.382917,2.61,185.1,B8V,Lib
76835,Unukalhai,15.737798,6.425627,2.63,74.0,K2III,Ser
8884,Sheratan,1.910668,20.808035,2.64,58.7,A5V...,Ari
26569,Phact,5.660817,-34.074108,2.65,261.3,B7IV,Col
28309,Mahasim,5.995351,37.212585,2.65,165.6,A0p Si,Aur
61166,Kraz,12.573121,-23.396759,2.65,145.7,G5II,Crv
6672,Ruchbah,1.430216,60.235283,2.66,99.4,A5Vv SB,Cas
67711,Muphrid,13.911411,18.397717,2.68,37.2,G0IV,Boo
73046,β Lup,14.975537,-43.13396,2.68,382.8,B2III,Lup
22961,Hassaleh,4.949894,33.16609,2.69,493.4,K3IIvar,Aur
52575,μ Vel,10.779488,-49.420255,2.69,117.2,G5III SB,Vel
61392,α Mus,12.619739,-69.135564,2.69,315.4,B2IV-V,Mus
85436,Lesath,17.512732,-37.295811,2.70,576.2,B2IV,Sco
35169,π Pup,7.285711,-37.09747,2.71,807.3,K3Ib,Pup
89653,Kaus Media,18.3499,-29.828103,2.72,347.7,K3III,Sgr
96970,Tarazed,19.770994,10.613261,2.72,394.9,K3II,Aql
79352,Yed Prior,16.239094,-3.694323,2.73,171.1,M1III,Oph
80089,Athebyne,16.39986,61.514213,2.73,92.1,G8III,Dra
52268,θ Car,10.715949,-64.39445,2.74,455.5,B0Vp,Car
61748,Porrima,12.694345,-1.449375,2.74,38.1,F0V+...,Vir
26176,Hatysa,5.590551,-5.909901,2.75,2329.7,O9III,Ori
64904,Kulou,13.343296,-36.712295,2.75,58.8,A2V,Cen
72396,Zubenelgenubi,14.847977,-16.041778,2.75,75.8,A3IV,Lib
86475,Cebalrai,17.724543,4.567303,2.76,81.8,K2III,Oph
23820,Cursa,5.130829,-5.086446,2.78,89.4,A3IIIvar,Eri
80571,Kornephoros,16.503668,21.489613,2.78,139.1,G8III,Her
84086,Rasalgethi,17.244127,14.390333,2.78,359.6,M5IIvar,Her
59565,Imai,12.252427,-58.748928,2.79,345.1,B2IV,Cru
85410,Rastaban,17.507213,52.301387,2.79,380.1,G2II,Dra
76065,γ Lup,15.585681,-41.166757,2.80,420.8,B2IV,Lup
25542,Nihal,5.470756,-20.759441,2.81,160.4,G5II,Lep
81444,Tianji,16.688113,31.602726,2.81,35.0,F9IV,Her
2016,β Hyi,0.427916,-77.254247,2.82,24.3,G2IV,Hyi
81020,Paikauhale,16.598043,-28.216016,2.82,474.1,B0V,Sco
90217,Kaus Borealis,18.466179,-25.4217,2.82,78.2,K1IIIb,Sgr
1065,Algenib,0.220598,15.183596,2.83,391.5,B2IV,Peg
39644,Tureis,8.125737,-24.304324,2.83,63.5,F2mF5IIp,Pup
77716,β TrA,15.919083,-63.430727,2.83,40.4,F2III,TrA
18201,ζ Per,3.9022,31.883635,2.84,751.5,B1Ib,Per
84999,β Ara,17.421665,-55.529884,2.84,645.9,K3Ib-II,Ara
85530,α Ara,17.530695,-49.876145,2.84,267.3,B2Vne,Ara
17661,Alcyone,3.79141,24.105137,2.85,403.2,B7III,Tau
63405,Vindemiatrix,13.036278,10.95915,2.85,109.6,G8IIIvar,Vir
107213,Deneb Algedi,21.784011,-16.127286,2.85,38.7,A5mF2 (IV),Cap
118485,Castor B,7.576827,31.89052,2.85,51.5,A m,Gem
9217,α Hyi,1.979451,-61.569859,2.86,71.8,F0V,Hyi
96858,Fawaris,19.749574,45.13081,2.86,165.0,B9.5III,Cyg
30270,Tejat,6.382673,22.513586,2.87,231.6,M3IIIvar,Gem
74717,γ TrA,15.315181,-68.679545,2.87,183.9,A1V,TrA
109784,Lang-Exster,22.308371,-60.259587,2.87,199.7,K3III,Tuc
13813,Acamar,2.971023,-40.304672,2.88,161.2,A4III+...,Eri
93846,Albaldah,19.162731,-21.023615,2.88,509.6,F2II/III,Sgr
36087,Gomeisa,7.452512,8.289315,2.89,161.7,B8Vvar,CMi
62925,Cor Caroli,12.933807,38.31838,2.89,114.8,A0spe...,CVn
78029,Fang,15.980865,-26.114105,2.89,585.6,B1V + B2V,Sco
18485,Aldu,3.96423,40.010215,2.90,638.3,B0.5V,Per
79870,Alniyat,16.353143,-25.592796,2.90,696.9,B1III,Sco
105936,Sadalsuud,21.525982,-5.571172,2.90,537.3,G0Ib,Aqr
14292,γ Per,3.079942,53.50644,2.91,243.2,G8III+...,Per
47866,υ Car,9.785036,-65.072007,2.92,1436.8,A9,Car
111804,Matar,22.716704,30.221245,2.93,214.3,G2II-III..,Peg
32682,τ Pup,6.832266,-50.61456,2.94,182.0,K0III...,Pup
60776,Algorab,12.497739,-16.515432,2.94,86.9,B9.5V,Crv
108728,Sadalmelik,22.096399,-0.319851,2.95,523.5,G2Ib,Aqr
18497,Zaurak,3.967157,-13.508515,2.97,203.3,M1IIIb Ca-1,Eri
26386,Tianguan,5.627413,21.142549,2.97,445.0,B4IIIp,Tau
47772,Ras Elased Australis,9.764188,23.774255,2.97,246.7,G0II,Leo
88361,Alnasl,18.096803,-30.424091,2.98,96.9,K0III,Sgr
64758,Naja,13.315359,-23.171512,2.99,133.8,G8III,Hya
86804,ι Sco,17.793078,-40.126997,2.99,1929.9,F3Ia,Sco
93452,Okab,19.090169,13.863478,2.99,83.0,A0Vn,Aql
10041,Alaybasan,2.159058,34.987297,3.00,126.9,A5III,Tri
54380,ψ UMa,11.161062,44.498487,3.00,144.5,K1III,UMa
74868,Pherkad,15.345483,71.834016,3.00,486.8,A3II-III,UMi
82263,Xamidimura,16.864509,-38.04738,3.00,501.0,B1.5IV + B,Sco
107742,Aldhanab,21.898808,-37.364852,3.00,211.1,B8III,Gru
17316,Sarvvis,3.715416,47.787551,3.01,516.1,B5III SB,Per
30049,Furud,6.338553,-30.063367,3.02,362.4,B2.5V,CMa
33888,ο CMa,7.050409,-23.833291,3.02,2764.0,B3Ia,CMa
59134,ε Crv,12.168746,-22.619766,3.02,317.9,K2III,Crv
23361,Almaaz,5.032815,43.823308,3.03,2131.7,F0Ia,Aur
62127,β Mus,12.771346,-68.108119,3.04,341.5,B2V,Mus
70851,Seginus,14.534636,38.308253,3.04,86.8,A7IIIvar,Boo
95648,Albireo,19.512023,27.959681,3.05,434.3,K3II+...,Cyg
100020,Dabih,20.350187,-14.781367,3.05,326.8,A5:n,Cap
32161,Mebsuta,6.732202,25.131124,3.06,845.0,A3mA6-A9,Gem
50655,Tania Australis,10.372155,41.499516,3.06,230.3,M0III SB,UMa
94081,Altais,19.209225,67.661541,3.07,97.4,G9III,Dra
89364,η Sgr,18.293793,-36.761686,3.10,145.9,M2III,Sgr
43689,ζ Hya,8.92323,5.945563,3.11,167.2,G8III-IV,Hya
52789,ν Hya,10.827079,-16.193648,3.11,143.7,K0/K1III,Hya
56392,λ Cen,11.596363,-63.019841,3.11,419.8,B9II:,Cen
101445,α Ind,20.626116,-47.291502,3.11,98.3,K0III,Ind
27559,Wazn,5.849329,-35.768309,3.12,87.2,K1.5III,Col
44000,Talitha,8.986828,48.041826,3.12,47.3,A7IV,UMa
82826,ζ Ara,16.977006,-55.990141,3.12,486.1,K5III,Ara
84121,Sarin,17.250531,24.839204,3.12,75.1,A3IVv SB,Her
73107,κ Cen,14.986025,-42.104194,3.13,383.3,B2IV,Cen
45728,α Lyn,9.350925,34.392562,3.14,203.1,M0IIIvar,Lyn
46568,HR 3803,9.520371,-57.034377,3.16,238.9,K5III,Vel
84122,Nuchuang,17.250788,36.809162,3.16,376.6,K3IIvar,Her
31605,Pipit,6.629353,-43.195934,3.17,371.5,B8III SB,Pup
46720,θ UMa,9.547715,51.6773,3.17,44.0,F6IV,UMa
83638,Aldhibah,17.146448,65.714683,3.17,328.5,B6III,Dra
91754,φ Sgr,18.76094,-26.990778,3.17,239.3,B8.5III,Sgr
23712,Haedus,5.10858,41.234474,3.18,243.4,B3V,Aur
71682,Xami,14.708492,-64.975138,3.18,54.0,F1Vp,Cir
22396,Tabit,4.830669,6.961276,3.19,26.3,F6V,Ori
23630,Ping,5.091018,-22.371032,3.19,213.3,K4III,Lep
82745,κ Oph,16.961139,9.375033,3.19,91.5,K2IIIvar,Oph
86991,Fuyue,17.830965,-37.043304,3.19,125.8,K0/K1III,Sco
104394,ζ Cyg,21.215607,30.226916,3.21,143.1,G8II SB,Cyg
116361,Errai,23.65582,77.632276,3.21,46.0,K1IV,Cep
74912,δ Lup,15.356201,-40.647518,3.22,883.9,B1.5IV,Lup
79640,Yed Posterior,16.305358,-4.692511,3.23,106.4,G8III,Oph
89684,η Ser,18.355167,-2.898825,3.23,60.5,K0III-IV,Ser
105691,Alfirk,21.477662,70.560716,3.23,685.2,B2IIIv SB,Cep
32521,α Pic,6.803194,-61.941391,3.24,96.6,A7IV,Pic
99156,Antinous,20.188413,-0.821461,3.24,286.4,B9.5III,Aql
36274,σ Pup,7.487179,-43.301432,3.25,193.7,K5III SB,Pup
68675,π Hya,14.106193,-26.682361,3.25,101.0,K2III,Hya
73486,Brachium,15.067839,-25.281965,3.25,288.4,M3/M4III,Lib
92902,Sulafat,18.982395,32.689557,3.25,620.1,B9III,Lyr
17637,γ Hyi,3.787295,-74.238962,3.26,214.0,M2III,Hyi
3086,δ And,0.655462,30.861024,3.27,105.5,K3III...,And
84711,θ Oph,17.366827,-24.999545,3.27,436.0,B2IV,Oph
112776,Skat,22.910837,-15.82082,3.27,160.6,A3V,Aqr
24249,Bade,5.215528,-16.205468,3.29,185.9,B9IV: HgMn,Lep
49958,ω Car,10.228961,-70.037903,3.29,341.9,B8III,Car
75229,Edasich,15.415494,58.966065,3.29,101.2,K2III,Dra
21228,α Dor,4.566598,-55.044975,3.30,168.6,A0V:,Dor
51428,HR 4140,10.533743,-61.685332,3.30,483.2,B4Vne,Car
29582,Propus,6.247961,22.506799,3.31,384.6,M3III,Gem
85008,γ Ara,17.423239,-56.377727,3.31,1113.2,B1Ib,Ara
5154,β Phe,1.101407,-46.718414,3.32,185.0,G8IIIvar,Phe
14318,ρ Per,3.08627,38.840274,3.32,307.7,M3IIIvar,Per
59592,Megrez,12.257086,57.032617,3.32,80.5,A3Vvar,UMa
83885,η Sco,17.202552,-43.239189,3.32,73.5,F3p,Sco
87775,ν Oph,17.983775,-9.773632,3.32,150.7,K0III,Oph
93569,τ Sgr,19.11567,-27.670423,3.32,121.6,K1/K2III,Sgr
19730,Rhombus,4.240404,-62.473858,3.33,161.6,G7III,Ret
54718,Chertan,11.237335,15.42957,3.33,165.1,A2V,Leo
38062,Azmidi,7.821571,-24.859786,3.34,1199.1,G6Ia,Pup
8867,Segin,1.906584,63.670101,3.35,411.8,B2pvar,Cas
25218,η Ori,5.407949,-2.397146,3.35,976.5,B1V + B2,Ori
32276,Alzirr,6.754824,12.895591,3.35,58.7,F5IV,Gem
41586,Muscida,8.504431,60.718169,3.35,179.1,G4II-III,UMa
95207,δ Aql,19.424972,3.114775,3.36,50.6,F0IV,Aql
75035,ε Lup,15.378021,-44.689622,3.37,512.0,B2IV-V,Lup
42990,Ashlesha,8.779587,6.418809,3.38,129.3,G0III-IV,Hya
66040,Heze,13.57822,-0.59582,3.38,74.1,A3V,Vir
26142,Meissa,5.585633,9.934158,3.39,1098.2,O...,Ori
50229,HR 4050,10.28472,-61.332304,3.39,657.6,K3II,Car
62890,Minelauva,12.926725,3.39747,3.39,198.4,M3III,Vir
109146,ζ Cep,22.180908,58.201261,3.39,836.3,K1Ibv SB,Cep
20842,Chamukuy,4.477705,15.870883,3.40,150.4,A7III,Tau
119131,HYG 119131,17.172783,-15.726921,3.40,84.1,A3 V,Oph
6853,γ Phe,1.472759,-43.318234,3.41,233.6,K5II-III,Phe
18677,Bibing,4.011338,12.490347,3.41,483.9,B3V + A,Tau
67251,Heng,13.825078,-41.687709,3.41,436.6,B2IV,Cen
74167,ζ Lup,15.20476,-52.099247,3.41,117.3,G8III,Lup
102091,η Cep,20.754811,61.838782,3.41,46.5,K0IV,Cep
111676,Homam,22.691033,10.831364,3.41,204.4,B8.5V,Peg
8777,Mothallah,1.884696,29.578829,3.42,63.3,F6IV,Tri
78148,η Lup,16.002036,-38.396706,3.42,441.9,B2.5IV,Lup
86705,μ Her,17.774319,27.720676,3.42,27.1,G5IV,Her
102064,β Pav,20.749314,-66.203212,3.42,135.1,A5IV,Pav
44952,HR 3659,9.182804,-58.966896,3.43,446.8,B2IV,Car
50193,Adhafera,10.278171,23.417311,3.43,274.1,F0III,Leo
93510,λ Aql,19.10415,-4.882554,3.43,123.7,B9Vn,Aql
50230,Tania Borealis,10.284952,42.914365,3.45,137.5,A2IV,UMa
3814,Achird,0.81826,57.815187,3.46,19.4,G0V SB,Cas
5353,η Cet,1.143164,-10.182264,3.46,123.9,K2III,Cet
38713,χ Car,7.946313,-52.98236,3.46,454.9,B3IVp,Car
74438,Qigong,15.258376,33.314833,3.46,121.8,G8III,Boo
12673,Kaffaljidhma,2.721678,3.235818,3.47,79.6,A3V,Cet
67259,μ Cen,13.826943,-42.473732,3.47,505.7,B2IV-Ve,Cen
49441,η Leo,10.122209,16.762664,3.48,1269.1,A0Ib,Leo
81583,η Her,16.714933,38.922254,3.48,108.6,G8III-IV,Her
8087,τ Cet,1.734479,-15.93748,3.49,11.9,G8V,Cet
33769,Nganurganity,7.028652,-27.93483,3.49,1120.8,K4III,CMa
55055,Alula Borealis,11.307983,33.094306,3.49,399.2,K3III SB,UMa
73327,Nekkar,15.032436,40.390566,3.49,225.2,G8III,Boo
90143,α Tel,18.449561,-45.968459,3.49,277.8,B3IV,Tel
112263,ε Gru,22.809239,-51.316864,3.49,128.9,A3V,Gru
32672,κ CMa,6.830683,-32.508478,3.50,658.9,B1.5IVne,CMa
35453,Wasat,7.335383,21.98232,3.50,60.5,F0IV...,Gem
112364,ι Cep,22.82802,66.200408,3.50,115.3,K0III,Cep
98026,γ Sge,19.979285,19.492148,3.51,258.4,K5III,Sge
112389,Sadalbari,22.833385,24.601579,3.51,106.1,M2III,Peg
17336,Rana,3.720806,-9.763395,3.52,29.5,K0IV,Eri
47373,Subra,9.685843,9.892308,3.52,130.3,A5V+...,Leo
48635,φ Vel,9.947708,-54.56779,3.52,1591.0,B5Ib,Vel
92133,Sheliak,18.834665,33.362667,3.52,962.1,A8:V comp SB,Lyr
92793,ξ Sgr,18.962167,-21.106654,3.52,365.2,G8/K0II/III,Sgr
109081,Biham,22.169996,6.197865,3.52,92.3,A2V,Peg
118838,γ Vir,12.694171,-1.449235,3.52,38.6,F0 V,Vir
20837,Ain,4.476943,19.180431,3.53,146.7,K0III,Tau
40411,Tarf,8.275256,9.185545,3.53,303.4,K4III,Cnc
56174,ξ Hya,11.550038,-31.857625,3.54,129.6,G8III,Hya
77280,μ Ser,15.827002,-3.430208,3.54,169.6,A0V,Ser
85998,ξ Ser,17.626445,-15.398557,3.54,105.3,F0IIIp,Ser
19992,υ Eri,4.298237,-33.798348,3.55,177.9,B9V,Eri
27220,Darlugal,5.782595,-14.82195,3.55,70.5,A2Vann,Lep
69773,ι Lup,14.323396,-46.058093,3.55,338.0,B2.5IV,Lup
89660,χ Dra,18.350736,72.732843,3.55,26.3,F7Vvar,Dra
98924,δ Pav,20.145157,-66.182068,3.55,19.9,G5IV-Vvar,Pav
1559,ι Cet,0.323799,-8.823921,3.56,274.5,K2III,Cet
10578,φ Eri,2.275154,-51.512165,3.56,153.7,B8IV-V,Eri
55118,δ Crt,11.322347,-14.778541,3.56,185.7,K0III,Crt
82294,Pipirima,16.872263,-38.017536,3.56,474.1,B2IV,Sco
37633,κ Gem,7.740793,24.397993,3.57,141.4,G8III,Gem
44343,Alkaphrah,9.060427,47.156525,3.57,358.4,A1Vn,UMa
70828,Kalasungsang,14.5305,30.371437,3.57,160.1,K3III,Boo
74948,φ Lup,15.36344,-36.261376,3.57,275.0,K5III,Lup
35253,λ Gem,7.30155,16.540383,3.58,100.9,A3V...,Gem
99743,Algedi,20.300904,-12.544852,3.58,105.8,G6/G8III,Cap
7593,Nembus,1.633205,48.628213,3.59,177.2,K3III,And
24614,τ Ori,5.293442,-6.844409,3.59,494.2,B5III,Ori
27006,γ Lep,5.741057,-22.448382,3.59,29.1,F7V,Lep
57584,Zavijava,11.844922,1.764718,3.59,35.6,F8V,Vir
60075,Ginan,12.356031,-60.401147,3.59,229.8,K3/K4III,Cru
6523,θ Cet,1.40039,-8.183257,3.60,113.8,K0III,Cet
32932,θ Gem,6.879816,33.961254,3.60,189.1,A3III,Gem
42416,ο Vel,8.671554,-52.921887,3.60,493.4,B3IV,Vel
46518,ψ Vel,9.511674,-40.466769,3.60,61.4,F2IV,Vel
76235,υ Lib,15.61707,-28.135079,3.60,223.7,K3III,Lib
85467,δ Ara,17.518318,-60.683848,3.60,197.9,B8V,Ara
13176,Bharani,2.833063,27.260507,3.61,165.6,B8Vn,Ari
15861,ο Tau,3.413554,9.02887,3.61,291.0,G8III,Tau
49700,λ Hya,10.176467,-12.354083,3.61,112.5,K0III,Hya
63411,δ Mus,13.037759,-71.548855,3.61,90.9,K2III,Mus
86661,η Pav,17.762221,-64.723871,3.61,352.2,K1III,Pav
7083,Alpherg,1.524725,15.345823,3.62,349.6,G8III,Psc
17805,Atlas,3.819373,24.053415,3.62,382.4,B8III,Tau
37711,HR 3017,7.754249,-37.968584,3.62,1132.5,K4III,Pup
82477,ζ Sco,16.909731,-42.361313,3.62,132.3,K4III,Sco
113366,Alfarasalkamil,23.032017,42.325979,3.62,686.6,B6pv SB,And
57190,λ Mus,11.760141,-66.728763,3.63,127.2,A7III,Mus
101442,Rotanev,20.625816,14.595087,3.64,100.9,F5IV,Del
20155,Prima Hyadum,4.329889,15.627642,3.65,161.5,G8III,Tau
46600,23 UMa,9.525453,63.061861,3.65,77.7,F0IV,UMa
76997,Zhou,15.769793,15.421826,3.65,155.1,A3V,Ser
88439,θ Ara,18.11052,-50.091477,3.65,813.4,B2Ib,Ara
110614,ζ Aqr,22.480531,-0.019972,3.65,91.9,F3III-IV,Aqr
75466,Nusakan,15.463818,29.105703,3.66,111.8,F0p,CrB
76365,τ Lib,15.64427,-29.777754,3.66,366.9,B2.5V,Lib
68537,Thuban,14.073165,64.37585,3.67,303.1,A0III SB,Dra
102895,β Ind,20.913498,-58.454155,3.67,611.9,K0III,Ind
22496,π Ori,4.853434,5.605104,3.68,1052.1,B2III SB,Ori
42709,α Pyx,8.726539,-33.186385,3.68,879.1,B1.5III,Pyx
97056,δ Sge,19.789795,18.534286,3.68,594.1,M2II + B6,Sge
113980,Safina,23.157443,-21.17241,3.68,270.7,K1III,Aqr
2914,Fulu,0.616188,53.896909,3.69,593.0,B2IV,Cas
8989,χ Eri,1.932564,-51.608896,3.69,58.2,G5IV,Eri
23398,Saclateni,5.041301,41.075837,3.69,785.9,K4II comp,Aur
47719,HR 3884,9.754117,-62.507903,3.69,1560.6,G5Iab/Ib,Car
57226,Taiyangshou,11.767515,47.779406,3.69,183.6,K0III,UMa
106642,Nashira,21.668181,-16.662308,3.69,157.0,A7III:mp...,Cap
15436,τ Eri,3.325278,-21.757864,3.70,304.5,M3/M4III,Eri
87661,ξ Her,17.962744,29.24788,3.70,136.8,K0III,Her
114609,γ Psc,23.286094,3.282289,3.70,138.0,G7III,Psc
22744,π Ori,4.904193,2.440672,3.71,1342.2,B2III SB,Ori
28032,η Lep,5.940082,-14.1677,3.71,48.5,F1V,Lep
38304,HR 3080,7.870288,-40.575786,3.71,352.6,G5III...,Pup
77386,ε Ser,15.846935,4.47773,3.71,70.4,A2m,Ser
88494,72 Oph,18.122496,9.563847,3.71,86.9,A4IVs,Oph
97725,Alshain,19.921887,6.406763,3.71,44.7,G8IVvar,Aql
16496,Ran,3.548848,-9.458262,3.72,10.5,K2V,Eri
17457,Electra,3.747927,24.113339,3.72,404.7,B6III,Tau
28287,Bagu,5.992111,54.284656,3.72,126.0,K0III,Aur
103725,ξ Cyg,21.082184,43.927852,3.72,842.8,K5Ibv SB,Cyg
16044,ξ Tau,3.45282,9.73268,3.73,209.1,B9Vn,Tau
71994,Maenalus,14.770812,1.892885,3.73,134.5,A0V,Vir
87314,Grumium,17.892134,56.872643,3.73,112.5,K2III,Dra
106746,ν Oct,21.691253,-77.390046,3.73,69.1,K0III,Oct
