id,name,ra,dec,mag,dist_ly,spect,con
22860,HR 1576,4.930598,15.040278,5.79,363.6,B9V,Ori
23014,99 Tau,4.963513,23.948562,5.79,455.5,G8III:,Tau
23034,98 Tau,4.969275,25.050405,5.79,284.4,A0V,Tau
26104,HR 1964,5.579106,-73.741277,5.79,1087.2,M2/M3III,Men
27481,HR 2014,5.834079,9.871218,5.79,358.4,G8III,Ori
28827,HR 2164,6.101538,-29.758624,5.79,278.1,A1V,Col
29938,HR 2271,6.316382,-20.925611,5.79,1753.5,B3II/III,CMa
31909,HR 2461,6.684845,0.495323,5.79,1254.4,B8III,Mon
35899,HR 2832,7.418977,-13.751978,5.79,116.2,F3V,CMa
35924,HR 2841,7.423686,-25.217767,5.79,1411.9,B5III,CMa
36149,HR 2859,7.46435,-11.556867,5.79,1583.3,B8Vv comp VB,CMa
37401,HR 2965,7.697735,13.480453,5.79,778.4,M2III,Gem
42058,HR 3413,8.597787,-50.969651,5.79,446.2,B8 Si,Vel
42893,HR 3543,8.765339,-79.504373,5.79,498.7,K5III,Cha
43480,HR 3535,8.880005,-38.724086,5.79,698.4,K5/M0III,Vel
45612,HR 3704,9.32587,-15.834663,5.79,451.7,K1/K2III,Hya
45783,HR 3698,9.362026,56.699219,5.79,751.5,M4IIIa,UMa
48202,HR 3913,9.853347,-59.425774,5.79,771.1,K2IIICNp...,Car
51275,32 LMi,10.501792,38.925132,5.79,755.0,A4V,LMi
52327,39 UMa,10.728702,57.199203,5.79,369.8,A0Vs,UMa
54401,HR 4339,11.164831,-32.367529,5.79,394.4,A1V,Hya
54702,HR 4358,11.233843,8.060695,5.79,197.6,K3III,Leo
60277,HR 4714,12.395765,-38.911381,5.79,335.2,B8/B9V,Cen
63212,44 Vir,12.99431,-3.811926,5.79,254.2,A3V,Vir
63976,HR 4960,13.153454,10.022468,5.79,308.3,K0III,Vir
66470,HR 5130,13.669656,-64.576553,5.79,226.5,F3III-IV,Cen
76297,HR 5806,15.630011,-23.141698,5.79,274.8,K0III,Lib
78410,HR 5983,16.055379,36.631787,5.79,654.9,A2V+...,CrB
80428,HR 6122,16.470685,-37.179881,5.79,360.0,K1IIICN...,Sco
82895,HR 6276,16.992771,-69.268164,5.79,787.8,Ap Si,TrA
88540,100 Her,18.130417,26.09734,5.79,125.8,A3V,Her
90836,HR 6977,18.586834,18.20341,5.79,647.1,A0Vn,Her
94139,HR 7277,19.220463,-25.906786,5.79,1698.7,K2III,Sgr
95495,35 Aql,19.483608,1.950448,5.79,199.6,A0V,Aql
97674,HR 7606,19.913403,36.995676,5.79,1203.5,Fp,Cyg
101696,HR 7905,20.6757,-16.12418,5.79,327.5,K0III,Cap
106250,HR 8251,21.588228,-3.983305,5.79,418.1,G9III:,Aqr
108413,HR 8403,22.030718,52.882253,5.79,1000.5,B5III,Cyg
108894,25 Peg,22.130641,21.702926,5.79,608.5,B7Vn,Peg
110232,51 Aqr,22.401912,-4.83702,5.79,405.7,A0V,Aqr
110644,HR 8564,22.486174,26.763198,5.79,1254.4,K2II,Peg
112688,HR 8708,22.894488,44.749163,5.79,185.6,A3m,Lac
113541,HR 8771,23.066566,-41.478896,5.79,310.9,K0III,Gru
171,85 Peg,0.036139,27.082256,5.80,39.7,G3V,Peg
418,HR 9110,0.085039,61.31397,5.80,723.2,B8MNp...,Cas
3575,HR 209,0.76265,-47.551985,5.80,49.4,G5IV,Phe
4257,66 Psc,0.909785,19.188417,5.80,352.6,A1Vn,Psc
5537,45 And,1.186189,37.724121,5.80,789.7,B7III-IV,And
7736,p Eri,1.663003,-56.19462,5.80,26.6,K2 V,Eri
12207,HR 747,2.626676,65.745336,5.80,924.0,K5III,Cas
13022,HR 774,2.796568,81.448475,5.80,434.3,G8p...,Cep
13800,47 Ari,2.968114,20.668733,5.80,108.2,F5IV,Ari
18172,HR 1192,3.895345,57.975141,5.80,164.7,A5m,Cam
19522,HR 1300,4.193389,-20.356157,5.80,264.1,A1V + (F/G),Eri
23861,HR 1671,5.138942,-8.665324,5.80,680.9,B8V,Eri
25644,HR 1830,5.489913,-3.446394,5.80,492.7,K1III...,Ori
28783,HR 2160,6.090882,-35.513647,5.80,271.1,A0V,Col
33161,17 CMa,6.917427,-20.404876,5.80,504.1,A2V,CMa
34249,HR 2691,7.118633,-40.893268,5.80,776.6,B3V,Pup
34881,HR 2731,7.236347,-3.901779,5.80,1294.3,K5III,Mon
35686,19 Lyn,7.381127,55.281392,5.80,,B8V,Lyn
35884,HR 2804,7.415857,51.887258,5.80,1035.4,K5III,Lyn
37603,HR 3007,7.736027,-36.062505,5.80,140.1,F0IV,Pup
38734,1 Cnc,7.949848,15.790281,5.80,465.9,K3III,Cnc
40751,HR 3264,8.339158,20.747721,5.80,563.3,K1III,Cnc
41909,HR 3383,8.567116,-2.151555,5.80,294.6,A1V,Hya
43948,HR 3578,8.978869,-16.132727,5.80,68.6,F7/F8IV/V,Hya
44128,HR 3604,9.012707,-60.963828,5.80,1309.9,G8II,Car
47363,HR 3864,9.68393,-57.259542,5.80,368.1,K0/K1III,Car
47807,HR 3876,9.769457,6.708556,5.80,1964.8,M1III,Leo
49622,HR 4002,10.158386,-68.682779,5.80,682.3,A0IV,Car
50351,HR 4061,10.310561,-56.110393,5.80,117.6,F6V,Vel
52826,41 Sex,10.838349,-8.897763,5.80,310.6,A3m,Sex
55550,HR 4404,11.416369,11.430292,5.80,490.5,K4III,Leo
55682,HR 4417,11.446467,-53.159915,5.80,611.9,K0III+...,Cen
56432,HR 4465,11.604987,27.781351,5.80,233.5,F0V,Leo
59737,HR 4672,12.291551,53.191331,5.80,344.8,K6III,UMa
71984,HR 5499,14.768547,-23.153018,5.80,338.3,K0III,Lib
72326,HR 5532,14.832888,28.615832,5.80,321.0,A4V,Boo
76642,τ Ser,15.698532,18.464037,5.80,173.1,A2m,Ser
79516,υ CrB,16.279107,29.150261,5.80,667.0,A3V,CrB
85736,53 Oph,17.57686,9.5867,5.80,337.6,A2V,Oph
92079,HR 7065,18.824257,-45.8101,5.80,358.4,G6IV,Tel
98201,HR 7630,20.013424,-45.112918,5.80,265.4,A8III,Sgr
98504,15 Sge,20.068399,17.070173,5.80,58.0,G1V,Sge
108986,35 Aqr,22.14972,-18.519592,5.80,2329.7,B2III,Aqr
109663,HR 8500,22.281268,-9.040067,5.80,369.4,K3III:,Aqr
111310,HR 8625,22.620247,75.371811,5.80,698.4,M1III,Cep
112670,74 Aqr,22.891307,-11.616514,5.80,825.7,B8IV/V,Aqr
5483,HR 341,1.17207,25.457763,5.81,393.9,K5III,Psc
10845,HR 688,2.331739,-55.944796,5.81,616.6,K5III,Hor
11064,HR 687,2.380644,41.396297,5.81,153.3,F0III-IV,And
12115,HR 766,2.609742,7.730026,5.81,296.0,K0III:,Cet
14153,HR 929,3.048849,-46.975036,5.81,847.2,K2/K3III,Eri
16327,HR 1092,3.514359,-66.489714,5.81,867.4,B8V,Ret
17755,HR 1187,3.809918,-20.902977,5.81,593.0,K5III,Eri
20414,HR 1384,4.384909,-24.892157,5.81,501.0,K5III,Eri
24672,HR 1683,5.30368,73.268071,5.81,362.8,A0V,Cam
26480,HR 1947,5.645424,-40.707306,5.81,439.6,B8V,Col
28215,HR 2117,5.977097,-44.034562,5.81,1181.7,G8II,Pic
32316,HR 2515,6.764922,-52.409691,5.81,1289.2,K3III,Car
35107,HR 2769,7.275515,-38.318928,5.81,610.8,B4V,Pup
50242,39 Leo,10.287378,23.10622,5.81,74.4,F8Vw,Leo
53606,HR 4292,10.999831,-43.80711,5.81,305.1,B8/B9V,Vel
64722,HR 5022,13.307701,34.098304,5.81,501.0,K4.5III,CVn
65042,HR 5036,13.371191,-52.182956,5.81,,B2.5Ib,Cen
66353,HR 5128,13.645021,-29.560867,5.81,150.9,F3V,Hya
66931,HR 5167,13.760249,-26.116009,5.81,283.9,A0V,Hya
77502,HR 5922,15.871269,55.826713,5.81,335.6,G8III:,Dra
86353,Dziban B,17.699461,72.156911,5.81,75.2,G0V,Dra
89331,HR 6838,18.286563,-17.373886,5.81,976.5,K2III,Sgr
90063,HR 6917,18.432996,29.82893,5.81,405.2,A2IV,Her
94927,HR 7349,19.372651,-0.252345,5.81,338.3,G8III:,Aql
98710,HR 7697,20.103823,53.165688,5.81,119.3,F5V,Cyg
99344,HR 7742,20.224331,60.640569,5.81,580.3,K5III,Cep
105073,9 Equ,21.35134,7.354503,5.81,654.9,M2III,Equ
113806,HR 8793,23.120774,-50.686681,5.81,149.1,F6.5IV-V+..,Gru
114828,10 And,23.331225,42.078044,5.81,481.1,M0III,And
116216,HR 8962,23.625567,44.428994,5.81,807.3,B8V,And
117913,HR 9074,23.991472,33.723878,5.81,94.3,F8,And
7064,38 Cas,1.520444,70.264604,5.82,94.5,F6V,Cas
13801,6 Eri,2.968258,-23.606012,5.82,662.9,K2III,Eri
16299,HR 1051,3.510262,48.103596,5.82,893.6,B8V,Per
16805,HR 1099,3.613136,0.587758,5.82,100.1,G5IV/V +K1IV,Tau
17849,HR 1158,3.826836,63.296967,5.82,233.6,A5Vn,Cam
22520,HR 1559,4.857837,-34.906286,5.82,268.0,A2/A3V,Cae
28920,HR 2170,6.117686,-34.312021,5.82,1019.2,B4Vnn,Col
30630,HR 2369,6.451147,-58.002116,5.82,563.3,K3III,Pic
30999,HR 2388,6.520304,-35.25884,5.82,615.4,G8III+...,Col
31096,HR 2372,6.540885,32.454898,5.82,262.8,A3m + A3m,Aur
38051,HR 3058,7.82024,-46.857717,5.82,1929.9,B1.5IV,Pup
41503,HR 3356,8.485436,-44.160413,5.82,1430.5,B2V,Vel
55416,HR 4398,11.385596,-56.779355,5.82,760.3,A4:p,Cen
59546,HR 4655,12.249884,-20.84422,5.82,270.2,K0IIICN...,Crv
60398,71 UMa,12.41756,56.777828,5.82,858.3,M3III,UMa
64617,HR 5008,13.2872,-43.979479,5.82,211.7,Am,Cen
65332,HR 5073,13.435566,72.391476,5.82,1173.2,M1III,UMi
67862,HR 5239,13.938837,-46.592948,5.82,318.2,K0IV,Cen
73868,HR 5640,15.143212,25.108635,5.82,466.6,K1III,Boo
75713,ζ Lib,15.511223,-16.609464,5.82,508.0,K0III,Lib
75975,HR 5767,15.567143,-40.066432,5.82,1148.4,M2III,Lup
76334,HR 5810,15.637855,-21.016327,5.82,284.9,K0III,Lib
78205,HR 5963,16.014204,4.427363,5.82,244.9,K0III:,Ser
84948,HR 6472,17.411675,-21.441479,5.82,301.7,K0III,Oph
87541,HR 6684,17.938445,0.670355,5.82,1359.0,B2IV-V,Oph
91249,HR 7007,18.666774,-7.790799,5.82,582.4,K4III,Sct
91687,HR 7035,18.747112,-25.010914,5.82,578.3,B8III,Sgr
91740,HR 7048,18.757879,5.500128,5.82,615.4,A1V,Ser
92199,HR 7094,18.849586,-9.774096,5.82,2787.7,F2Ib,Sct
93285,HR 7214,19.058959,1.818768,5.82,179.0,A4V,Aql
95487,8 Vul,19.482523,24.768723,5.82,514.4,K0III,Vul
99952,HR 7780,20.339279,17.792928,5.82,545.4,K5III,Sge
111250,HR 8601,22.609846,-31.663789,5.82,357.6,K2III,PsA
112231,HR 8678,22.803067,37.416688,5.82,336.9,G8III:,Lac
112724,HR 8712,22.901935,40.376907,5.82,304.0,K0III,Lac
115884,HR 8935,23.555432,-77.385327,5.82,102.5,G2V,Oct
3292,HR 177,0.700953,66.147592,5.83,516.9,G9III-IV,Cas
5011,HR 297,1.072084,61.580184,5.83,263.5,F6V,Cas
8527,1 Ari,1.835714,22.275338,5.83,585.6,K1III+...,Ari
13075,40 Ari,2.808913,18.28379,5.83,462.0,K1III,Ari
26331,HR 1902,5.619123,26.924473,5.83,504.9,B9IV-V,Tau
29306,5 Gem,6.192307,24.420253,5.83,568.2,K0III,Gem
29501,HR 2218,6.231732,-3.741374,5.83,307.4,G8III,Ori
29556,HR 2224,6.243529,-4.568457,5.83,639.5,B5V,Mon
35651,HR 2811,7.373719,-5.982829,5.83,748.1,F3IV,Mon
36706,δ CMi,7.571081,3.371725,5.83,575.2,A0Vnn,CMi
39269,HR 3160,8.051156,-32.463548,5.83,472.0,K2/K3III,Pup
39964,HR 3227,8.186332,-48.461994,5.83,842.8,B3V,Vel
45428,HR 3687,9.285478,-14.574069,5.83,360.8,K0III,Hya
45544,HR 3708,9.311766,-51.560651,5.83,,B7Iab,Vel
48609,HR 3932,9.943192,-33.418496,5.83,513.6,K1III,Ant
55868,HR 4421,11.484621,61.778368,5.83,108.6,F5Vawvar,UMa
58007,66 UMa,11.932892,56.59856,5.83,309.4,K1III,UMa
62317,HR 4867,12.810944,60.319822,5.83,78.4,F5V,UMa
67647,HR 5223,13.899234,-47.128164,5.83,,B2IIIe,Cen
70440,HR 5401,14.453392,-46.134254,5.83,221.3,Am,Lup
71347,HR 5467,14.63756,54.023339,5.83,359.6,A1V,Boo
73338,60 Hya,15.035119,-28.060611,5.83,331.8,A4IV,Hya
80109,21 Her,16.403008,6.948207,5.83,366.5,A2sp...,Her
81043,HR 6183,16.603113,46.613333,5.83,1000.5,G8II,Her
81224,HR 6174,16.640637,-43.398426,5.83,627.2,B2.5IV,Sco
85120,77 Her,17.445623,48.260065,5.83,375.8,A4V,Her
85499,HR 6429,17.524298,-80.859134,5.83,883.9,M3III,Aps
88541,100 Her,18.130434,26.10128,5.83,161.8,A3V,Her
97067,HR 7543,19.79105,38.407614,5.83,472.7,B8Vn,Cyg
99748,HR 7767,20.301941,40.732082,5.83,1941.4,O9V,Cyg
103027,HR 8025,20.940407,50.728598,5.83,167.3,F0III,Cyg
103478,HR 8065,21.035834,56.669614,5.83,921.3,B8III,Cep
104342,HR 8100,21.203806,-40.269362,5.83,103.3,F5IV,Mic
104826,15 Aqr,21.303076,-4.519478,5.83,1016.1,B5V,Aqr
108529,21 Peg,22.055287,11.386552,5.83,629.6,B9.5V,Peg
110441,ρ Cep,22.445122,78.785853,5.83,206.0,A2m,Cep
114019,HR 8814,23.165955,-42.861292,5.83,109.0,F4IV,Gru
838,HR 29,0.171908,-5.248588,5.84,190.2,K1III,Psc
871,HR 31,0.178565,-12.579897,5.84,244.7,K0III,Cet
6488,HR 400,1.391933,-30.945617,5.84,976.5,M0III,Scl
9113,HR 564,1.962151,27.804381,5.84,457.4,M2III,Tri
10011,HR 632,2.152584,-43.516596,5.84,521.0,K1III,Phe
11811,HR 738,2.547952,34.54241,5.84,271.6,K0III,Tri
12256,ι For,2.638515,-30.194062,5.84,110.7,F5V,For
14076,HR 912,3.032255,-9.961407,5.84,329.8,G6III:,Eri
15267,HR 998,3.290722,-47.751664,5.84,512.0,K2III,Hor
19405,HR 1107,4.166752,86.626139,5.84,137.7,F5IV,Cep
22354,HR 1528,4.821965,32.588191,5.84,273.2,A8m,Aur
23094,ξ Men,4.980829,-82.470512,5.84,369.0,G8III,Men
23828,105 Tau,5.132066,21.704821,5.84,1080.0,B2Ve,Tau
34665,HR 2716,7.19489,-20.883063,5.84,467.3,A0IV/V,CMa
34931,52 Gem,7.244993,24.884984,5.84,300.3,M1IIIvar,Gem
36615,HR 2900,7.552716,-24.710731,5.84,275.7,A3III,Pup
50194,HR 4032,10.278268,25.370705,5.84,355.3,K2III:,Leo
51988,38 LMi,10.65213,37.91,5.84,170.7,F9V,LMi
56437,HR 4472,11.606215,-61.052433,5.84,1622.7,B2.5IV,Cen
61723,HR 4818,12.689723,-46.145581,5.84,906.0,K3II,Cen
62943,HR 4917,12.938221,54.099489,5.84,282.6,A5m,UMa
64383,HR 4976,13.238153,-78.447454,5.84,1221.6,F8Ib,Cha
64418,HR 4996,13.245361,-48.957022,5.84,235.3,K0IV,Cen
69606,HR 5352,14.291237,15.26338,5.84,762.0,M3III,Boo
70777,HR 5408,14.521224,-67.717197,5.84,248.0,K1III,Cir
74311,HR 5658,15.231476,-26.193569,5.84,997.4,G8/K0II,Lib
76359,HR 5835,15.642833,50.423283,5.84,376.6,G8III,Boo
77932,HR 5934,15.96124,-20.98308,5.84,460.7,B3V,Sco
81491,HR 6192,16.695961,-33.145759,5.84,283.4,G1II,Sco
82464,HR 6266,16.907484,-42.478891,5.84,1436.8,F5Ib-II,Sco
85627,HR 6523,17.552052,-41.173066,5.84,1517.0,B9Ib/II,Sco
87201,HR 6648,17.872156,-34.416842,5.84,791.6,G8/K0III,Sco
88395,HR 6755,18.102055,-8.323956,5.84,517.7,B8III-IV,Ser
91178,HR 6986,18.653968,-47.909767,5.84,356.8,A3V,Tel
92532,HR 7154,18.913095,48.859401,5.84,180.3,F3III,Dra
94892,ρ Sgr,19.364137,-18.308388,5.84,332.1,K0III,Sgr
95286,HR 7391,19.441302,19.891493,5.84,613.1,M0III,Vul
95434,HR 7397,19.472444,2.93003,5.84,962.1,B6III,Aql
99254,ξ Cap,20.207186,-12.617497,5.84,90.3,F5V,Cap
105721,HR 8223,21.483271,22.179436,5.84,665.6,M4III,Peg
107883,HR 8375,21.925276,65.320809,5.84,1025.6,B2.5Ve,Cep
111458,40 Peg,22.647942,19.522263,5.84,373.2,G8II,Peg
112061,HR 8666,22.769497,44.546054,5.84,185.6,F0III-IV,Lac
12653,HR 787,2.716528,53.526105,5.85,460.7,K0II-III,Per
18559,HR 1232,3.981221,-5.469947,5.85,151.5,G9V,Eri
20221,HR 1363,4.345232,-7.592493,5.85,789.7,B5III,Eri
21551,HR 1471,4.637731,20.684722,5.85,329.8,B8V,Tau
33290,ψ Aur,6.942238,46.273998,5.85,1259.3,B8III,Aur
34726,48 Gem,7.207327,24.128594,5.85,358.0,F5IV,Gem
44278,HR 3599,9.045783,7.298267,5.85,633.3,K3III:,Cnc
45182,HR 3672,9.235615,-44.145822,5.85,526.1,B6IV,Vel
45255,HR 3677,9.249213,-37.602396,5.85,642.0,K0/K1III+..,Vel
48595,HR 3926,9.940549,8.933157,5.85,579.3,K2III:,Leo
52768,HR 4239,10.823457,-59.323793,5.85,736.2,B9.5IV/V,Car
52794,HR 4233,10.828747,-9.852695,5.85,340.8,G8III:,Sex
57668,HR 4548,11.861559,-30.834809,5.85,101.7,F8V,Hya
59426,12 Vir,12.223872,10.262341,5.85,163.7,A2m,Vir
66586,HR 5162,13.691625,64.822411,5.85,222.5,A2V,Dra
72732,HR 5549,14.910532,-33.300575,5.85,1045.4,K2III,Cen
73872,HR 5625,15.144223,-42.867921,5.85,387.4,B7V,Lup
76274,HR 5828,15.625562,54.508733,5.85,356.1,K1III:,Dra
77135,HR 5887,15.793867,55.376627,5.85,240.7,A3m,Dra
91156,HR 6998,18.648168,-21.051871,5.85,42.7,G5V,Sgr
94042,HR 7293,19.201416,49.855755,5.85,79.7,G4V+...,Cyg
95057,HR 7382,19.399027,43.388171,5.85,440.8,G6.5IIIa,Lyr
111292,σ Gru,22.616346,-40.591034,5.85,214.7,A1V,Gru
113262,HR 8751,23.011917,3.011805,5.85,445.6,K4III,Psc
114279,HR 8833,23.224029,11.065001,5.85,345.5,G5III:,Peg
117354,HR 9037,23.874998,-14.251217,5.85,281.7,K2III,Aqr
1369,HR 62,0.285845,47.947405,5.86,1120.8,B7III,Cas
3742,HR 212,0.802487,72.674482,5.86,199.7,K0IV,Cas
8372,4 Ari,1.803038,16.955551,5.86,275.2,B9.5V,Ari
10302,HR 651,2.21694,-21.000137,5.86,347.0,K0III,Cet
13305,HR 842,2.861594,46.841939,5.86,391.1,G8III,Per
16948,HR 1108,3.641459,-7.391863,5.86,366.5,G5III:,Eri
20291,HR 1366,4.357511,-0.09817,5.86,466.6,K2,Eri
21919,HR 1493,4.722665,49.973789,5.86,683.8,B9III,Per
23420,HR 1625,5.045943,-4.210121,5.86,299.8,K3,Eri
25424,HR 1827,5.451478,-40.94351,5.86,299.8,A7m,Col
25822,HR 1870,5.526666,-45.925317,5.86,548.2,K3III,Pic
29543,HR 2214,6.241273,17.906353,5.86,528.6,A6m,Ori
30966,6 Lyn,6.51309,58.162633,5.86,182.0,K0IV,Lyn
33849,HR 2635,7.04258,16.674447,5.86,2508.9,M2III,Gem
35250,HR 2789,7.301181,-43.986786,5.86,591.9,B8II/III,Pup
36296,HR 2866,7.490455,-7.551168,5.86,88.8,F8V,Mon
38599,HR 3087,7.925398,8.86284,5.86,127.3,F2IV,CMi
40242,HR 3250,8.239965,-45.834522,5.86,1181.7,B2IV-V,Vel
43247,HR 3513,8.833953,-29.462997,5.86,751.5,G8III,Pyx
45454,HR 3721,9.291005,-74.734591,5.86,267.3,A0V,Car
46485,HR 3772,9.506246,-15.577352,5.86,238.4,K2III,Hya
46603,HR 3790,9.52584,-35.71475,5.86,279.0,K3III,Ant
48753,HR 3918,9.973019,72.879509,5.86,360.4,K3III:,UMa
49752,HR 3993,10.186884,37.4019,5.86,638.3,K3III,LMi
53622,HR 4289,11.003248,-14.083368,5.86,465.3,K5III,Crt
61227,HR 4793,12.585602,21.881384,5.86,638.3,K1III,Com
61527,HR 4810,12.650962,-30.422387,5.86,624.8,K2/K3III,Hya
69706,HR 5355,14.310627,-18.715968,5.86,332.8,Ap Si(Cr),Vir
70958,HR 5427,14.558325,-52.679522,5.86,327.1,K0III,Lup
70959,HR 5426,14.559004,-54.998628,5.86,249.4,F6IV-V,Lup
72341,HR 5534,14.837723,23.911844,5.86,59.3,G2V,Boo
76816,ψ Ser,15.733839,2.515173,5.86,47.8,G5V,Ser
77305,HR 5871,15.83264,-48.912408,5.86,194.4,A2IV,Nor
78858,HR 6003,16.145478,-23.685416,5.86,443.8,B9V,Sco
79080,HR 6015,16.188256,-41.119803,5.86,211.1,F0IV,Sco
81921,HR 6242,16.788818,42.238918,5.86,755.0,M4IIIa,Her
82369,HR 6269,16.89034,-20.415555,5.86,87.9,G5IV,Oph
84790,HR 6438,17.382007,-58.010327,5.86,1094.5,G8Ib/II,Ara
87829,HR 6706,17.993545,-4.821126,5.86,560.4,K5III,Oph
88822,HR 6786,18.184876,-41.359113,5.86,269.8,F0Vn,CrA
88838,HR 6731,18.187714,-75.89151,5.86,245.6,K3III,Aps
88957,HR 6751,18.209482,-73.672417,5.86,137.4,F5V,Aps
93862,HR 7257,19.166015,-41.892256,5.86,1449.6,B5V,CrA
96774,HR 7514,19.729192,41.773108,5.86,570.2,M0III,Cyg
99741,4 Cap,20.300388,-21.80996,5.86,316.3,G8III,Cap
100412,HR 7801,20.424119,-28.663269,5.86,501.8,G8II/III,Sgr
102441,HR 7961,20.821559,-25.78124,5.86,965.0,B8II,Cap
112637,HR 8703,22.883963,16.841194,5.86,292.0,K1III SB,Peg
116014,HR 8952,23.583065,71.642043,5.86,2104.2,K0Ib,Cep
117135,HR 9024,23.828044,36.425281,5.86,423.0,G1IIIe,And
208,HR 9094,0.043357,66.098966,5.87,,G8III,Cas
5913,HR 365,1.269972,71.743842,5.87,2764.0,K1V,Cas
6212,42 Cet,1.330082,-0.509029,5.87,328.5,A7V...,Cet
9552,HR 608,2.049602,-15.305932,5.87,358.4,K0II/III,Cet
20752,HR 1402,4.457991,11.2123,5.87,587.7,B8IV,Tau
26422,HR 1920,5.633644,7.54142,5.87,780.3,B8III,Ori
27464,HR 2026,5.831528,-22.971872,5.87,555.6,A1V,Lep
27941,HR 2070,5.925048,-4.616546,5.87,316.3,K2III:,Ori
30593,HR 2324,6.444329,-1.507336,5.87,236.3,A3Vn,Mon
31585,11 Lyn,6.627332,56.857531,5.87,331.8,A2V,Lyn
32667,33 Gem,6.83051,16.202888,5.87,858.3,B7III,Gem
35244,64 Aur,7.300616,40.883392,5.87,278.1,A5Vn,Aur
35528,HR 2802,7.351204,-25.891643,5.87,639.5,M3III,CMa
36341,HR 2884,7.499925,-52.651157,5.87,360.0,K0III,Car
37807,HR 3022,7.769596,-37.93367,5.87,590.9,B5V,Pup
39073,HR 3156,8.013875,-54.151275,5.87,767.4,B5Vn,Car
39080,ω Cnc,8.01552,25.392836,5.87,662.9,G8III:,Cnc
46519,7 LMi,9.512006,33.655711,5.87,501.8,G8III:,LMi
52687,HR 4225,10.803921,-31.68785,5.87,466.6,A1V,Hya
55597,HR 4411,11.425862,-37.747575,5.87,446.2,M3III,Cen
62165,HR 4850,12.779508,-33.315483,5.87,355.3,K3III,Cen
62445,HR 4875,12.836321,37.516937,5.87,358.0,A3V,CVn
67622,HR 5217,13.895306,-53.373323,5.87,901.0,B5III,Cen
69742,HR 5356,14.316922,-25.815426,5.87,58.8,F7Vw,Hya
70434,HR 5391,14.451973,-65.821646,5.87,903.5,K3III,Cir
77673,3 Sco,15.910981,-25.243741,5.87,515.3,B8III/IV,Sco
83991,HR 6368,17.221673,-67.196591,5.87,326.2,K0III-IV,Ara
85956,HR 6606,17.619125,72.455794,5.87,362.8,G9III,Dra
86580,HR 6597,17.745002,-42.729302,5.87,235.2,A2/A3IV/V,Sco
90357,HR 6943,18.493253,23.866202,5.87,1226.2,B6IV,Her
98105,HR 7637,19.996485,-9.958238,5.87,72.4,F8V,Aql
99569,HR 7756,20.266837,45.579525,5.87,111.7,F5V:,Cyg
100248,HR 7807,20.395658,37.476449,5.87,1353.3,B2Vne,Cyg
102560,HR 7976,20.844938,-12.544906,5.87,264.1,K1III,Aqr
105072,16 Aqr,21.351199,-4.560125,5.87,296.5,G7III:,Aqr
109384,HR 8482,22.227415,28.608017,5.87,244.1,K2III,Peg
1490,HR 71,0.310625,31.517227,5.88,543.6,A0IV,And
2469,HR 122,0.523787,33.581642,5.88,378.8,K1III...,And
3087,54 Psc,0.656063,21.250472,5.88,36.1,K0V,Psc
4336,HR 263,0.928444,-7.347149,5.88,601.8,K5III,Cet
7587,HR 512,1.631959,-82.974995,5.88,89.3,G2V,Oct
11321,HR 710,2.433431,-15.341247,5.88,251.3,Ap SrCrEu,Cet
11643,HR 728,2.508986,25.235036,5.88,168.8,F6IV,Ari
14052,ε For,3.027115,-28.091554,5.88,105.0,G8/K0V,For
19081,HR 1241,4.100882,68.679972,5.88,624.8,K2III,Cam
19970,θ Ret,4.294519,-63.255405,5.88,460.7,B+...,Ret
21270,HR 1445,4.57722,28.96115,5.88,485.4,B9p...,Tau
24146,HR 1691,5.195931,1.037028,5.88,637.0,F5,Ori
26800,12 Lep,5.703877,-22.373715,5.88,994.4,A2/A3V,Lep
28782,HR 2150,6.090842,-10.242596,5.88,179.1,F4V:,Mon
29605,HR 2242,6.252334,-20.272186,5.88,737.9,K2III,CMa
29779,HR 2265,6.285991,-37.253498,5.88,202.0,A2V,Col
30472,HR 2313,6.421263,-0.945883,5.88,109.5,F8V,Mon
30899,47 Aur,6.500827,46.685554,5.88,610.8,K4III,Aur
31082,12 Mon,6.538668,4.855999,5.88,562.3,K0V,Mon
31863,HR 2396,6.675624,71.748786,5.88,774.7,K0III,Cam
32141,HR 2479,6.727402,3.932528,5.88,2861.0,B0III,Mon
33328,HR 2573,6.94891,46.705352,5.88,349.6,K0III:,Aur
40190,HR 3200,8.230607,56.452246,5.88,574.2,G9III,Lyn
40958,HR 3291,8.380538,-26.34822,5.88,,F2Iab,Pup
41816,HR 3360,8.54861,38.016368,5.88,243.9,K2III,Lyn
43898,HR 3583,8.965434,-48.57291,5.88,1035.4,G8/K0II,Vel
46487,HR 3793,9.50651,-58.361839,5.88,967.8,M2III,Car
50541,HR 4047,10.350943,68.747651,5.88,402.2,A7Vn,UMa
53567,HR 4284,10.991925,-16.353701,5.88,661.6,M1III,Crt
54923,HR 4367,11.278299,49.47625,5.88,448.6,K0III:,UMa
60989,HR 4769,12.536089,-73.001056,5.88,347.7,K1III,Mus
61365,25 Vir,12.613154,-5.831898,5.88,225.1,A3V,Vir
62207,HR 4859,12.788594,62.781155,5.88,196.6,A9V,UMa
65118,65 Vir,13.388582,-4.924427,5.88,1244.9,K3III,Vir
65345,HR 5067,13.437943,46.028055,5.88,411.8,K0III:,CVn
